Gene,E1.1,E1.2,E1.3,E18.1,E18.2,E18.3,E30.1,E30.2,E30.3
PRODH2,0.063535,0.024184,0,0.017643,0.008214,0.026677,0.010284,0.013257,0.050504
ENKD1,21.273689,22.657261,23.357977,23.640718,26.910299,28.568409,29.009449,30.883863,29.228342
BBC3,7.982613,7.331472,7.590159,8.021893,7.866045,8.386756,7.862736,7.183646,8.015948
GZF1,10.570337,26.453363,5.772961,10.695628,10.90466,15.75277,10.950121,15.112901,14.976879
PRAMEF4,3.147329,3.367326,3.26263,3.143412,3.571712,2.879627,3.520675,3.750264,4.049821
TMX3,12.481987,12.775608,10.117685,11.354561,14.523002,15.379864,17.920902,12.426469,17.58884
STARD3,0.678962,0.95789,0.662675,0.864445,0.898284,0.814114,0.80106,1.341973,0.937452
TBC1D3P5,13.160492,14.463694,12.33978,14.433643,12.646238,14.041721,14.250154,12.799007,13.508905
SLAIN1,0,0,0,0,0,0,0,0,0
OR2L2,2.772616,2.640311,2.53724,2.557809,2.775247,2.688541,3.159994,3.421684,3.750806
CYP20A1,0.003354,0.028367,0,0,0,0,0,0,0.004874
PRKG1,3.177969,3.805971,4.370513,2.608277,3.38244,2.674187,4.360915,3.821785,4.268461
HIST1H2BG,5.169174,6.549889,7.827067,11.431524,11.287157,7.894383,6.645626,6.450607,6.130529
RNASE9,0.441928,0.827409,0.428151,1.241131,1.046932,0.850288,0.487357,0.510906,0.519456
NUBPL,0.500637,0.445717,0.373226,0.310819,0.638501,0.490088,0.366351,1.037615,0.32066
RBM26,2.558458,3.239696,3.496026,3.465267,4.13744,3.966748,5.169188,6.945764,5.710155
ZSWIM3,0.328705,0.187438,0.608635,0.753209,0.674516,0.644435,1.339381,1.07553,0.984492
SYT12,0,0,0.00001,0.000009,0,0,0,0,0
SLC29A3,10.427063,10.614346,10.746112,10.535043,11.533015,11.95103,11.743072,11.868149,10.379921
CRLF3,1.345021,1.075121,1.400006,1.630243,2.136599,2.902288,3.334679,4.158889,4.485112
MIR326,3.453503,3.446543,3.118064,3.86773,4.17298,4.016214,3.473952,3.623531,3.142271
NKX6-2,0.433868,0.299986,0.373489,0.207761,0.451018,0.170046,0.3466,0.38377,0.3657
MMP7,0.005762,0.018506,0.005989,0.019511,0.01154,0.0161,0,0.004341,0
EZH1,0.059274,0.123591,0.011907,0.053024,0.083794,0.081812,0.217409,0.25296,0.105186
PMP22,0.349738,0.236469,0.292731,0.354155,0.264272,0.254472,0.413384,0.251557,0.365304
ZNRF1,8.35043,8.482088,7.045478,5.750727,6.598625,6.705878,17.726633,6.435018,5.525942
IKZF4,0,0,0,0,0,0,0,0,0
ETFA,0.214874,0.247529,0.278901,0.374263,0.285888,0.183064,0.127888,0.171821,0.198226
SATB2,0,0.063818,0.055153,0.055566,0.132313,0.065643,0.010352,0,0
FAM35A,2.816346,1.868894,2.301033,3.842007,3.20763,2.871028,2.445916,2.802431,1.796495
KCNQ1,2.068073,1.522622,1.852754,1.241472,1.527767,1.375124,1.50689,1.446568,1.565529
ZNF146,10.867555,11.284812,11.521598,10.867108,10.629952,11.206827,10.811668,9.422272,9.895213
PSG5,10.921239,11.033374,10.889913,13.606756,11.36238,11.797597,11.119704,10.906585,11.858503
UQCR10,1.683658,1.798108,1.628528,0.94319,1.444574,1.957608,1.734251,2.074921,2.109838
ROMO1,0,0.041991,0.0223,0.016229,0.063753,0.044486,0.133568,0.035691,0.127821
MMP16,12.943111,12.001336,12.138083,10.736864,12.397621,11.445265,12.857198,12.248655,11.35778
FMNL1,12.03688,13.104372,14.50595,12.682074,12.986326,12.739002,12.612701,12.549625,13.683465
EFCAB5,22.539291,23.026384,19.895267,23.016291,24.846544,23.495865,24.086374,22.955072,24.133024
HSD17B8,0.469015,0.585861,0.531145,0.201301,0.182929,0.477551,0.391854,0.522887,0.530766
RIN1,8.576249,9.271791,9.246476,12.296675,11.246078,11.799191,15.051664,13.91081,16.264109
DFNA5,2.659148,2.494757,3.065732,3.029099,4.595107,2.589921,3.637084,2.593596,2.436585
RFXANK,0.300516,0.188906,0.191766,0.178114,0.228037,0.250561,0.356475,0.276831,0.447393
AMOT,5.735864,6.020435,5.204083,4.460053,4.098424,5.747162,4.542881,5.606617,4.618865
NUDT1,0.637095,0.630348,0.616147,0.549433,0.746508,0.652118,0.809507,0.645309,0.739715
MIGA2,10.142461,10.915311,8.537023,10.566397,12.136469,9.743319,8.370477,9.508226,11.010204
SLC22A3,21.958752,15.655476,18.30225,22.380217,21.290251,22.004213,25.127375,24.704931,26.427879
DPH3P1,51.717415,43.274403,53.434273,58.37067,42.605824,43.817738,41.405022,41.544209,42.710007
KRT6B,8.998451,6.619717,8.578804,6.10327,7.13132,7.664425,5.681526,5.494028,5.533003
BCAS1,0.663616,0.748877,0.713005,1.443552,0.988317,0.724225,1.158928,0.890982,1.209101
FAM197Y2P,11.548598,10.52195,11.991094,10.22738,13.229525,14.02355,11.493269,11.866258,14.034543
APPL1,0.009037,0.012253,0,0.026403,0.042118,0.010717,0,0,0
VILL,6.470591,7.478574,6.121757,6.992762,6.65908,7.201294,5.441206,5.439146,6.182745
NDRG3,0.018917,0.020559,0.02224,0.018479,0.023582,0.017505,0.240285,0,0.013465
RBM19,1.377826,0.592091,1.264395,1.161548,0.979034,0.942162,2.080957,1.678708,1.046072
DTX2,0,0,0,0,0,0,0,0,0
SNORA63,0.996866,0.862996,0.834096,1.033481,1.140171,0.920506,1.158955,1.016792,1.165902
MIR1179,2.159433,2.375374,2.344858,1.098702,2.648105,2.704983,4.069875,1.803679,1.4906
ZNF555,4.523783,3.933838,4.590701,5.21615,5.205168,5.2513,5.262486,4.706101,5.307128
SLC30A10,14.133876,11.412039,12.279727,9.460054,9.242682,10.435153,8.751366,9.613001,11.110179
MTCH2,0.031695,0.015601,0.034928,0.05495,0.072905,0.06166,0.007001,0.019555,0.008866
CYP51A1,2.991115,3.278181,2.690695,2.918122,3.491872,3.175934,3.429811,3.314733,3.536507
SLC5A6,0.175463,0.331489,0.143503,0.117737,0.322382,0.174842,0.285521,0.093924,0.091225
SLIT3,0.221431,0.550733,0.189852,0.073393,0.158688,0.215299,0.04044,0.097607,0.062059
ZNF630,0.251852,0.198188,0.17832,0.211083,0.541791,0.311837,1.093805,0.875421,0.419053
ARF5,17.998043,19.850399,17.779083,15.770834,16.19018,17.820095,17.048891,15.260115,15.127546
OR5AS1,10.801919,11.098076,10.116929,11.410111,9.857408,12.562127,11.030978,11.532265,11.750213
ITGB1,10.054704,10.379242,10.500252,8.669409,8.487782,6.494775,7.029484,5.935917,8.747333
MARK1,4.07326,4.48209,4.035009,3.288273,3.01749,3.604983,4.297539,3.440274,3.419156
TUBB1,14.163254,13.403316,14.103396,13.447779,14.005912,14.30393,13.431502,13.591321,13.95023
FEZF1,0.195493,0.075255,0.133673,0.138466,0.034078,0.126,0.179581,0.09811,0.065664
WHAMM,10.397268,8.304857,8.661769,12.376911,10.114594,9.959229,10.900829,10.957536,10.093462
PSMB7,10.81111,12.545339,11.401245,11.246646,13.084479,13.038445,13.462722,11.999055,13.215509
FAM26E,21.082632,18.821896,20.565802,17.334951,18.278267,20.34293,17.197893,15.653974,17.353758
POLE4,0.197723,0.22971,0.139532,0.156459,0.09406,0.172249,0.274636,0.152554,0.273379
SNORA35,11.361869,11.374843,11.91883,11.145949,11.284079,11.682642,10.256736,11.169686,11.148033
S100B,70.976013,71.366051,74.86586,65.586784,73.059082,72.330238,70.1716,67.376411,71.039711
MIRLET7C,2.099014,1.906295,1.759773,1.818831,2.221608,2.282856,1.992742,1.895038,2.772717
OR2B2,30.365206,33.063213,31.081806,30.202091,28.440409,27.111914,27.89608,24.535278,24.189823
SPDL1,12.650932,13.371707,12.578157,12.571959,10.701274,10.839976,11.714521,11.088105,10.710447
ZNF749,8.810176,8.611938,8.448876,7.189072,8.533538,7.715981,7.146302,6.734672,7.695704
ATP5H,0.003746,0.018636,0.003248,0.015085,0.010302,0,0,0.018494,0.008832
OR2J3,6.429798,4.869781,6.187486,5.801097,5.657989,5.73554,4.652355,4.471874,5.310052
HNF1A,6.308622,5.374422,5.4893,4.681028,5.611472,5.81974,5.652557,4.562224,5.122003
HTR3A,0,0.014381,0.027644,0.012059,0.019683,0,0,0,0
KIF24,110.313362,115.223343,108.152496,87.67041,90.761879,85.207642,98.525772,87.746162,82.205856
SELO,3.114495,1.29291,3.874954,0.885173,0.279763,4.214165,3.278037,3.991533,1.409148
MTA2,3.611483,3.54636,3.68534,3.834733,4.068686,3.919815,3.800368,3.682217,4.019984
ARL3,3.866462,4.047584,4.390788,2.194145,3.651397,3.841363,4.40395,3.398833,4.026416
OR8U9,0.46205,0.465642,0.40318,0.468745,0.527148,0.479647,0.491825,0.472775,0.477173
CIART,8.110124,8.287676,7.520699,7.13097,8.346771,5.908609,8.398588,8.583565,6.572187
BPIFA4P,0.096714,0.113455,0.095552,0.197791,0.154724,0.070038,0.171461,0.114017,0.214792
DNAJB11,6.972593,5.82363,6.887452,6.491117,6.981884,5.528299,4.976624,4.610601,4.917028
CASP3,0.68339,0.969532,0.686662,0.73991,0.812553,1.083224,1.227972,0.888992,0.937308
PDE4C,13.730116,13.402944,13.883291,14.334505,16.652205,16.061472,17.04677,16.274498,19.386852
TDRD7,5.783652,6.343709,6.531781,4.312319,5.700295,5.248046,6.108699,6.55146,5.879099
SNORD26,5.880522,5.275786,7.824913,8.057133,5.083499,6.244953,7.170757,6.695189,6.615107
AGO3,0.688735,0.502682,0.516263,0.71044,0.55735,0.843276,0.752467,0.804425,0.954651
DPEP3,4.878024,4.933928,4.138369,6.691611,6.471072,7.27725,6.37775,6.874382,7.630864
LBX2-AS1,77.304977,78.502846,71.665619,66.94545,64.882332,70.621086,71.216507,66.857765,64.535484
CCDC189,34.528786,36.766983,36.079803,35.007408,39.031448,39.37656,35.460575,36.179287,38.033848
KRT15,19.976992,19.120829,20.993456,19.928335,20.729786,18.616497,16.190121,15.331388,14.61686
E2F1,1.935751,1.569261,1.942444,1.61995,1.415973,1.94661,1.707301,1.899742,1.347232
BTN2A2,0.188307,0.042759,0.145266,0.271445,0.269472,0.204575,0.402634,0.372212,0.286766
GSC,0.027537,0.017424,0.026405,0,0,0.047636,0.025779,0.035121,0.019687
RAB3A,14.325366,15.902144,15.345244,18.706305,16.109377,17.185631,13.58152,13.504076,11.432493
OPRL1,7.776614,7.351604,6.69854,5.874145,6.238155,6.606739,7.651359,7.691354,6.671815
SSX3,9.271123,11.256357,9.45504,10.15524,9.637293,10.403694,12.259753,10.553442,12.781028
DPY19L3,14.767809,12.703211,12.568276,12.809996,13.13397,10.825221,10.664721,7.284739,10.085203
PROCA1,3.93504,4.443355,3.635588,3.326425,4.516533,4.356315,3.139197,5.95915,2.931127
SMOX,0,0.033873,0,0,0,0,0.08173,0,0
DMGDH,0.280051,0.330795,0.427648,0.444372,0.251456,0.233455,0.148897,0.10623,0.094577
PLA2G5,3.337114,3.443895,3.612149,3.23479,3.69446,3.995178,3.531186,3.277315,3.70182
TSPAN18,0.018559,0.022071,0.042425,0.000774,0.019937,0,0.01974,0,0
PPP1R35,0.03153,0.03671,0.04363,0.021901,0,0,0.035313,0.018684,0.063362
ANGPTL1,3.774251,3.808568,3.520922,5.089521,5.900711,6.326422,5.490748,5.02535,5.735935
CD3D,9.284641,11.358545,10.565898,9.012389,10.495757,9.044177,8.158806,8.601315,7.131235
C1orf100,13.202564,13.308212,12.012651,12.420287,13.064527,11.919332,9.747168,10.681004,10.068869
OIP5-AS1,0,0,0,0,0,0,0,0,0
GMPPA,14.096945,14.187297,13.765981,15.560057,17.25996,18.355186,18.69577,19.770149,21.231909
MIR126,2.707939,2.961741,2.009137,3.413225,2.230009,3.063142,2.502161,2.859561,3.535137
PIF1,0,0,0,0.015431,0.006884,0,0,0,0
NEDD9,48.211166,46.189655,43.44257,22.489302,16.530491,20.387918,17.060631,14.097701,11.450388
HHLA3,10.194741,11.077771,11.214133,11.791135,14.417717,12.346565,11.802749,11.583927,12.747305
TRIM39,12.194231,15.170546,14.378222,13.772381,17.044958,20.213009,22.503496,21.252628,26.145708
SUGT1,12.786691,12.372107,12.718213,12.399902,14.572401,13.74696,14.100472,13.677726,14.532223
MIR637,1.108155,1.169782,1.077934,0.83163,1.073905,0.809188,0.445393,0.528189,0.418113
HS3ST2,215.187225,208.825409,225.211594,164.577469,147.872238,150.365997,111.730057,101.833443,99.76329
GNRH1,2.281949,3.092859,2.497603,2.307156,5.392863,3.11206,3.571041,3.697361,3.077526
ZNF410,12.043298,12.36124,11.91737,12.932467,13.612247,13.590524,13.095416,13.05449,13.874902
PLA2G16,0.872802,0.328951,0.285189,0.557817,2.282016,0.498335,0.544047,0.192172,0.413406
MEF2A,16.296846,18.354025,19.132788,13.395323,16.402449,15.851028,17.638432,18.820444,16.758072
CDY1,2.234015,1.479052,1.860412,0.872982,1.205261,0.641019,1.134381,1.532834,2.499108
SYCP1,0.6168,0.480724,0.720385,2.088957,1.882168,2.309638,1.162832,2.01165,1.423064
MIR548Q,2.530555,2.35182,2.541595,2.420112,2.689159,3.079408,2.95432,2.696584,2.447738
AKT1S1,0.070087,0,0.096038,0.080156,0.054351,0.213782,0.049071,0.044414,0.136623
KLF3,0.322658,2.114781,1.322152,1.098927,0.282095,1.473716,1.93462,1.32196,2.011304
MIR630,6.236682,5.793097,6.963039,7.865956,7.717306,7.348457,8.220025,7.691188,8.065156
JAZF1-AS1,0,0,0,0,0,0,0,0,0
RGS6,0,0,0.029638,0.025322,0,0,0.030469,0,0
ADD1,5.039637,4.470127,4.83574,6.107836,6.468586,4.136253,5.917083,6.934521,6.007315
LARP4,7.102589,6.789122,6.695314,5.467863,7.662788,6.926899,7.562709,7.167143,7.373639
C11orf70,0.180682,0.182408,0.161713,1.383161,0.217564,0.536858,2.588527,2.286685,0.294706
LINC00160,0,0.081434,0.153786,0.025178,0,0,0,0.021464,0
KBTBD11,4.067102,3.75662,4.060251,3.703,4.755891,3.474214,3.483665,3.530798,3.48857
MRGPRD,237.335403,180.616455,219.903137,136.75766,123.264839,112.116119,120.526207,70.501747,64.255127
GLS,2.444478,2.821104,2.616566,2.326619,2.301083,3.128186,2.605984,2.913965,3.33496
SLC5A8,11.011193,10.601833,9.714389,9.374499,10.784778,10.925614,13.253119,12.534388,13.419789
OGFOD2,0.061397,0,0,0,0.014851,0,0,0.017595,0
FOXC2,52.332027,51.949181,53.375221,53.180843,59.273132,53.742447,54.719669,53.77039,52.148067
MMP23B,3.614083,3.228848,3.817938,2.455652,2.957005,2.632007,3.507031,3.351841,2.966359
IMPACT,0.745539,1.817336,1.322437,1.412727,1.921185,1.980902,1.962692,2.543591,1.576622
CUBN,16.035442,16.89784,22.78034,32.759117,29.612112,20.885021,17.206207,16.898014,14.356996
RAB12,0,0,0,0,0,0,0,0.003747,0
MIR194-1,5.077167,4.674349,4.038901,4.824121,5.176985,4.697355,4.432297,4.19844,4.818763
PNPLA3,3.2415,3.38688,4.592409,8.146563,9.140163,6.6947,2.282555,2.369465,1.768735
GSTCD,3.096396,3.159197,4.013362,2.942476,2.716912,2.81922,5.09796,3.117762,3.302455
ATP8A1,22.468912,15.216702,28.253859,17.835541,28.267569,11.820342,21.898302,26.098907,17.000624
ZNF689,17.218784,19.117319,18.826748,15.584999,14.828583,16.134197,15.802815,15.373222,15.135328
SNORA30,2.579591,3.315024,3.19311,3.57704,3.633544,3.840786,3.204517,3.428092,3.322202
RPL8,0.312175,0.270397,0.232391,0.256909,0.111408,0.21027,0.291629,0.237223,0.206025
KDM5D,63.734966,71.653191,69.303185,58.307774,55.32106,60.272282,58.604309,59.512817,65.004478
TTN,5.058121,5.347365,5.109085,4.889692,5.780985,4.852293,4.008398,4.318584,3.91638
DPH1,0.318092,0.211694,0.265422,0.226333,0.195022,0.326076,0.260853,0.243598,0.237046
FAM96A,6.106695,6.29118,5.542972,3.034784,4.021275,3.16317,4.147245,1.395483,0.916747
HOGA1,6.902428,7.21423,6.832345,6.607565,8.146927,7.538231,6.531949,7.221838,6.908343
SFTA1P,4.587498,4.81823,4.295709,2.990174,3.392085,3.77958,3.854821,3.656754,3.258255
CASP8,3.017278,2.8923,3.054545,1.930327,2.460531,2.829606,3.276612,2.587577,2.581375
AGRN,1.654621,1.32791,1.704742,1.392999,2.085183,1.67017,2.350316,1.833899,2.305759
ADPRHL1,2.871586,3.491374,3.562417,2.119157,2.802609,2.615256,3.836301,3.590483,2.828257
CH25H,0.036298,0.106377,0.075425,0.089095,0.040919,0.158366,0.129337,0.066509,0.026806
USP13,5.058929,5.705268,6.097715,10.281122,10.620204,6.86079,5.727571,6.624369,6.282391
LINC00583,20.161629,20.856453,20.65114,14.26548,13.750834,16.927582,14.208608,15.353947,13.949267
MYBPHL,10.026364,9.705788,9.777092,9.163236,10.112845,10.745745,10.338839,10.577854,10.232522
FBLIM1,37.518517,43.034859,44.791534,24.107367,32.322552,32.84967,26.714884,21.446623,24.933371
PRPF39,10.840504,11.749051,10.654972,11.17466,11.586761,12.054777,12.190969,10.136779,11.324362
PARS2,0.111975,0.097579,0.10106,0.100001,0.110436,0.104799,0.936572,0.138303,0.110069
KHDC1L,7.99064,8.044552,8.095251,7.977506,8.310216,9.01274,7.7007,7.455447,8.157311
PSD2,5.867159,4.095212,6.438296,4.462767,7.461167,4.809178,10.179018,9.82778,5.767735
GPC4,121.665115,117.873337,123.702934,94.061874,97.125313,101.165314,95.936539,76.311073,89.723145
STX18-AS1,0.20005,0.188485,0.591583,0.170336,0.220207,0.150472,0.911808,1.013886,0.225403
INSIG2,32.494987,27.539833,31.144829,23.646702,26.2195,32.414524,30.355658,31.798573,30.264595
CCDC122,0,0.008595,0.03705,0,0,0.029513,0.066188,0.076273,0
CRYBA2,0.083867,0.059128,0.048009,0.019988,0.042688,0.049317,0.086966,0.113102,0.118892
NUP210,0.453582,0.82342,0.776995,0.764743,1.272997,0.717219,0.443181,0.702717,0.613429
QARS,3.365064,2.745394,2.756553,2.68986,2.42129,2.069074,1.625819,2.186708,1.71415
PPP1R3D,9.60353,8.777067,7.346928,9.721446,9.593015,11.493947,12.674932,10.539989,12.729266
EDC3,0.337,0.230883,0.177927,0.146042,0.136774,0.207551,0.188853,0.284114,0.22868
HIST1H2AE,31.904291,33.006756,34.832664,33.431774,33.330257,34.465832,36.317745,33.250874,32.128963
SLC15A2,4.020664,2.649815,3.859188,2.113527,4.152311,2.951125,2.315756,2.114066,4.22547
NDST3,1.704277,1.390272,1.959304,1.555622,1.796091,1.463704,2.211357,1.153495,1.260336
UBE2F,12.469877,12.737945,11.50999,14.489625,13.409192,14.83516,15.131687,14.784244,16.726849
SNX30,3.217074,4.403675,4.394713,3.998227,4.036505,6.406409,4.99441,5.767992,4.886827
OR6K2,0.077367,0.045997,0,0,0,0.133032,0.016057,0.063037,0.070171
MIR449A,7.940399,6.103959,9.473239,9.446805,10.369289,8.808313,10.54165,9.525756,11.113557
TUBA1B,0.670941,0.588085,0.47055,0.662422,0.614914,0.872354,0.754525,0.560795,0.860418
METAP1D,2.717512,6.303248,3.272013,2.702367,6.251312,4.556179,2.155591,4.237511,4.979266
NXPH1,31.341806,33.855419,48.32935,45.582706,50.890617,34.588882,60.921177,42.964748,54.566704
LOC146880,7.946641,7.016877,7.632543,3.88102,6.148494,4.58122,6.780464,5.727705,4.4639
SLC34A2,7.012638,9.513351,8.129333,6.589477,9.707356,7.666065,8.17052,7.229512,9.379134
NDRG2,30.323051,30.792896,30.607418,28.706802,36.183723,34.303268,40.043034,38.741253,36.317398
OR52N1,0.079098,0.020951,0,0,0,0,0.077718,0,0
LCE3C,0,0.067225,0,0.07708,0,0.055183,0,0,0
CCDC7,16.71032,18.607674,16.861633,15.418076,19.246481,17.973875,17.187807,15.848891,16.168047
RNF20,24.448517,21.622435,22.109507,18.398209,20.631748,18.851414,18.124374,17.545137,20.573524
ENDOD1,7.603264,7.982172,8.833244,7.705924,9.646173,9.412134,8.028632,8.104679,7.481388
PRR35,13.296506,12.415217,13.235817,13.691459,14.211457,12.890351,11.342365,12.785316,10.491014
CXCR1,0.247082,0.279142,0.164753,0.302597,0.237382,0.247547,0.449383,0.365093,0.313353
CLRN3,0.556016,0.55896,0.562263,0.665583,0.686864,0.666689,0.756152,0.885759,0.640771
ST7-OT4,5.363428,5.260235,4.136163,3.835311,3.810966,4.894924,2.79799,3.06814,3.478605
OBSCN,0.525444,0.600419,0.790091,0.68089,0.956811,0.913301,2.278928,1.93325,1.515241
PDE1A,18.187521,15.981706,18.551157,16.607567,18.203838,18.00119,17.742283,15.744828,16.290722
MAP3K3,9.601015,10.633492,11.456516,9.199671,12.813255,10.880965,9.982193,12.926094,11.830746
KRTAP5-9,2.791246,2.608346,2.354258,2.592839,2.547057,2.862337,3.55279,3.386622,3.913771
NFS1,3.591825,4.049917,3.670751,3.181732,3.653815,2.954358,2.684686,2.790771,2.985896
CLLU1,10.165431,5.289171,11.844067,11.012695,12.375886,13.191835,14.508183,13.527508,13.587374
SNORD45A,37.146309,37.004982,36.162571,34.808167,31.499502,33.112282,27.727777,29.914885,28.17535
CACNA2D4,3.579351,3.528724,3.142001,3.73735,3.527295,3.395531,3.28607,3.296575,3.360117
TSPAN6,0.020057,0,0.054031,0,0.005477,0,0.033094,0,0
TM6SF1,7.395818,8.872918,8.241776,6.892364,6.654179,7.745419,8.588211,8.942936,8.544986
TMSB4X,0.332362,0.515121,0.093269,0.119032,0.153553,0.127419,0.111311,1.478829,0.376408
CLEC11A,6.96983,7.58729,9.246835,7.174088,9.41336,8.135379,8.308018,9.299117,8.408076
ANGPTL6,0,0,0.065496,0,0.025952,0,0.02293,0,0.055074
ANKRD45,0.003384,0.002391,0,0.00295,0.006131,0.003076,0,0,0
BTBD7,0,0,0,0.027531,0,0,0,0,0.035731
ERO1B,28.767092,30.953917,32.665142,27.776815,31.857353,29.824883,29.065464,29.813669,29.344524
GMNC,406.796478,413.712494,419.387665,332.171722,360.062408,362.731049,377.734924,363.502991,354.050842
ZCCHC4,7.013521,6.126618,5.417624,7.214108,7.971208,7.658309,8.639853,9.507627,8.821812
SLCO1B1,0.050569,0.030643,0.085302,0.152566,0.034985,0.017526,0.115577,0.047188,0
LRP11,2.352375,2.378058,2.299706,2.799515,2.994349,3.143567,2.972077,2.86527,3.104675
SNORA7A,0.019772,0.036672,0.018135,0,0,0,0.016652,0,0
F2RL1,0.620113,1.246745,0.886738,0.477066,1.060497,0.812229,0.329469,0.293808,0.360895
SYN2,2.695468,2.933631,3.967116,3.277333,3.715403,4.223632,4.268771,4.709352,3.229339
SLC22A18,8.96977,6.991679,6.052485,4.528371,5.817986,4.756721,5.196635,6.400147,4.904168
MIR370,9.045629,8.636468,9.805614,9.642079,12.467677,10.055501,14.200457,12.319752,12.913885
PHTF1,0.489349,0.375154,0.413716,0.371278,0.196885,0.300257,0.770298,0.355506,0.654938
XPC,42.961472,36.784508,45.534458,24.785631,39.749172,47.882153,38.598778,44.16909,31.819473
SAMD7,1.531494,1.793834,1.446417,1.056392,1.367931,1.763561,1.852877,2.393036,2.588531
HOXA2,0,0,0,0.021139,0,0,0.03565,0,0
RAD50,0.015382,0.032164,0.01443,0.054754,0.019376,0.032013,0.008308,0.008762,0.018745
SH3RF2,14.614325,13.823832,13.779658,11.968221,13.107239,12.279632,14.984765,14.543756,15.389002
WDR36,0,0.041031,0,0,0.032978,0.031518,0.051764,0,0
PTPRG,1.224851,2.026145,0.74895,3.9077,2.174732,0.654727,1.524123,2.401167,1.212386
BICDL2,19.844307,20.961153,21.07126,17.511391,19.896774,20.197056,19.162901,18.926229,15.986092
TMPRSS11F,9.529552,10.509798,9.928527,6.564332,8.043233,7.840544,7.693303,8.498504,7.341203
